enName,newCases,weight,YTDweight,myName,zhName,location,status,Deaths,index case,Other notes
Gong Nering,0,44.0,44.0,Gong Nering,Gong Nering,Besut,,,,
Jalan Kubur Darau,0,34.0,34.0,Jalan Kubur Darau,Jalan Kubur Darau,Besut,,,,
Jalan Mokhtar,0,26.0,26.0,Jalan Mokhtar,Jalan Mokhtar,Klang,,,,
Jalan Enam Belas,0,41.0,41.0,Jalan Enam Belas,Jalan Enam Belas,Petaling,,,,
Bandar Teknologi,0,30.0,30.0,Bandar Teknologi,Bandar Teknologi,Hulu Langat,,,,
Persiaran Jaya,0,89.0,89.0,Persiaran Jaya,Persiaran Jaya,Hulu Langat,,,,
Jalan Lima,0,57.0,57.0,Jalan Lima,Jalan Lima,"Sepang, Hulu Langat",,,,
Jalan Rumbia Dua,0,187.0,187.0,Jalan Rumbia Dua,Jalan Rumbia Dua,Johor Bahru,,,,
Sri Sengkang,0,131.0,131.0,Sri Sengkang,Sri Sengkang,Kulai,,,,
Jalan Jubilee,0,25.0,25.0,Jalan Jubilee,Jalan Jubilee,Cheras,,,,old folks home Selangor King George V
Jun Heng,0,35.0,35.0,Jun Heng,Jun Heng,Bintulu,,,,
Tapak Bina Jalan Valdor,0,169.0,169.0,Tapak Bina Jalan Valdor,Tapak Bina Jalan Valdor,Seberang Perai Selatan,,,,
Industri TTJ,0,511.0,511.0,Industri TTJ,Industri TTJ,"Seremban, Tampin, Port Dickson, Rembau",,,,Samsung factory in Seremban
Santong Paka,0,30.0,30.0,Santong Paka,Santong Paka,"Dungun, Kemaman, Kuantan",,,,
Taman Murni,0,16.0,16.0,Taman Murni,Taman Murni,Kuantan,,,,
Hikmah Muadzam,0,42.0,42.0,Hikmah Muadzam,Hikmah Muadzam,Rompin,,,,
Industri Bentong Sebelas,0,24.0,24.0,Industri Bentong Sebelas,Industri Bentong Sebelas,Bentong,,,,
Jalan Industri Rawang,0,38.0,38.0,Jalan Industri Rawang,Jalan Industri Rawang,Gombak,,,,
Jalan Gombak,0,48.0,48.0,Jalan Gombak,Jalan Gombak,"Gombak, Sepang, Petaling, Hulu Langat, Cheras",,,,Believed to be UIA
Jalan Jasmine,0,87.0,87.0,Jalan Jasmine,Jalan Jasmine,Hulu Selangor,,,,
Parit Penyengat,0,35.0,35.0,Parit Penyengat,Parit Penyengat,Muar,,,,
Kampung Lukut,0,20.0,20.0,Kampung Lukut,Kampung Lukut,Kota Tinggi,,,,
Jalan Jelutong,0,10.0,10.0,Jalan Jelutong,Jalan Jelutong,Kota Tinggi,,,,
Jalan Pengiran,0,24.0,24.0,Jalan Pengiran,Jalan Pengiran,Matu,,,,
Permata Satu,0,35.0,35.0,Permata Satu,Permata Satu,Seremban,,,,
Rantau Tanjung,0,53.0,53.0,Rantau Tanjung,Rantau Tanjung,Maran,,,,
Ladang Tangkarason,0,32.0,32.0,Ladang Tangkarason,Ladang Tangkarason,Beluran,,,,
Bandar Lama,0,26.0,26.0,Bandar Lama,Bandar Lama,Tawau,,,,
Jalan Satu KKIP,0,40.0,40.0,Jalan Satu KKIP,Jalan Satu KKIP,"Tuaran, Kota Kinabalu",,,,
Jalan City,0,82.0,82.0,Jalan City,Jalan City,Sepang,active,,,
Jalan Aman,0,163.0,163.0,Jalan Aman,Jalan Aman,Hulu Selangor,,,,
Jalan Pulai 55,0,61.0,61.0,Jalan Pulai 55,Jalan Pulai 55,Johor Bahru,,,,Baitus Solehah shelter home
Batu Tiga Setengah,0,167.0,167.0,Batu Tiga Setengah,Batu Tiga Setengah,Batu Pahat,,,,
Taman Koperasi,0,18.0,18.0,Taman Koperasi,Taman Koperasi,Kepong,,,,
Kandi Sungai Besi,0,15.0,15.0,Kandi Sungai Besi,Kandi Sungai Besi,Cheras,,,,students hostel
Lebuh Karak,0,17.0,17.0,Lebuh Karak,Lebuh Karak,Bentong,,,,public education institution
Mayang Pasir,0,645.0,645.0,Mayang Pasir,Mayang Pasir,"Timur Laut, Barat Daya, Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan",,,,
Tembok Pengkalan Chepa,0,554.0,554.0,Tembok Pengkalan Chepa,Tembok Pengkalan Chepa,Kota Bharu,active,,,detention centre
Bukit Rahman,0,233.0,233.0,Bukit Rahman,Bukit Rahman,"Kuala selangor, Petaling, Gombak",,,,
Jamil Darat,0,27.0,27.0,Jamil Darat,Jamil Darat,Muar,,,,
Tapak Bina Jalan Cheras,0,336.0,336.0,Tapak Bina Jalan Cheras,Tapak Bina Jalan Cheras,Cheras,,,,
Semarak Bersia,0,82.0,82.0,Semarak Bersia,Semarak Bersia,Hulu Perak,,,,
Taman Muhibbah,0,17.0,17.0,Taman Muhibbah,Taman Muhibbah,Temerloh,,,,
Industri Serkam,0,1439.0,1439.0,Industri Serkam,Industri Serkam,"Jasin, Melaka Tengah, Tangkak, Rembau, Tamping",,,,Chicken factory in Serkam
Tapak Bina Jalan Lagoon,0,179.0,179.0,Tapak Bina Jalan Lagoon,Tapak Bina Jalan Lagoon,Petaling,,,,
Industri Puchong,0,75.0,75.0,Industri Puchong,Industri Puchong,Petaling,,,,
Kampung Parit Masjid,0,46.0,46.0,Kampung Parit Masjid,Kampung Parit Masjid,Muar,,,,
Tapak Bina Jalan Puchong,0,374.0,374.0,Tapak Bina Jalan Puchong,Tapak Bina Jalan Puchong,Lembah Pantai,,,,
Jalan Empat,0,65.0,65.0,Jalan Empat,Jalan Empat,Titiwangsa,,,,
Jalan Tan,0,20.0,20.0,Jalan Tan,Jalan Tan,Lembah Pantai,,,,
Ladang Sungai Pin,0,101.0,101.0,Ladang Sungai Pin,Ladang Sungai Pin,Kinabatangan,,1.0,,
Kampung Samin,0,62.0,62.0,Kampung Samin,Kampung Samin,Sipitang,,,,
Padas Damit,0,34.0,34.0,Padas Damit,Padas Damit,Beaufort,,,,
Persiaran Raya,0,42.0,42.0,Persiaran Raya,Persiaran Raya,Manjung,,,,
Bintang Daily,0,10.0,10.0,Bintang Daily,Bintang Daily,Meradong,,,,
Jalan Kewajipan,0,204.0,204.0,Jalan Kewajipan,Jalan Kewajipan,Petaling,,,,
Jalan Ithnin,0,78.0,78.0,Jalan Ithnin,Jalan Ithnin,Johor Bahru,,,,nursing home
Tapak Bina Jalan Chulan,0,250.0,250.0,Tapak Bina Jalan Chulan,Tapak Bina Jalan Chulan,Lembah Pantai,,,,
Jalan Masjid Tanah,0,84.0,84.0,Jalan Masjid Tanah,Jalan Masjid Tanah,Alor Gajah,,,,
Jalan Tronoh,0,62.0,62.0,Jalan Tronoh,Jalan Tronoh,Perak Tengah,,,,
Bercham Raya,0,24.0,24.0,Bercham Raya,Bercham Raya,"Kinta, Kuala Kangsar",,,,
Jalan Suasa,0,30.0,30.0,Jalan Suasa,Jalan Suasa,Johor Bahru,,,,
Bintang Utama,0,38.0,38.0,Bintang Utama,Bintang Utama,Kulai,,,,
Jalan Lombong,0,117.0,117.0,Jalan Lombong,Jalan Lombong,Kota Tinggi,,,,
Desa Tun,0,49.0,49.0,Desa Tun,Desa Tun,Cheras,,,,
Lasah,0,46.0,46.0,Lasah,Lasah,Kuala Kangsar,,1.0,,
Kampung Hala,0,53.0,53.0,Kampung Hala,Kampung Hala,Sabak Bernam,,,,
Tersat,0,69.0,69.0,Tersat,Tersat,"Hulu Terengganu, Kuala Terengganu, Marang",,,,
Tanah Putih,0,173.0,173.0,Tanah Putih,Tanah Putih,Kuantan,,,,
Persiaran Subang,0,168.0,168.0,Persiaran Subang,Persiaran Subang,"Klang, Petaling",,,,
Jalan Sepanggar,0,38.0,38.0,Jalan Sepanggar,Jalan Sepanggar,Kota Kinabalu,,,,
Tinanom,0,62.0,62.0,Tinanom,Tinanom,Ranau,,,,
Tapak Bina Jalan Vista,0,291.0,291.0,Tapak Bina Jalan Vista,Tapak Bina Jalan Vista,Cheras,,,,
Tapak Bina Jalan Klang,0,62.0,62.0,Tapak Bina Jalan Klang,Tapak Bina Jalan Klang,Lembah Pantai,,,,
Jalan By Pass,0,201.0,201.0,Jalan By Pass,Jalan By Pass,Segamat,,,,
Tabong,0,35.0,35.0,Tabong,Tabong,Sibu,,,,
Indah Riang,0,21.0,21.0,Indah Riang,Indah Riang,"Kuching, Simunjan, Samarahan, Saratok",,,,social gathering
Industri Peramu Jaya,0,28.0,28.0,Industri Peramu Jaya,Industri Peramu Jaya,Pekan,,,,factory
Kampung Kemansur,0,14.0,14.0,Kampung Kemansur,Kampung Kemansur,Bentong,,,,
Jalan Faizal,0,640.0,640.0,Jalan Faizal,Jalan Faizal,Pontian,,,,
Taman Mahkota Impian,0,60.0,60.0,Taman Mahkota Impian,Taman Mahkota Impian,Labuan,,,,pre-school
Persiaran Perkilangan,0,1044.0,1044.0,Persiaran Perkilangan,Persiaran Perkilangan,"Petaling, Klang, Sepang, Kuala Selangor, Kepong, Lembah Pantai, Putrajaya",,,,
Tapak Bina Tanjung,0,100.0,100.0,Tapak Bina Tanjung,Tapak Bina Tanjung,Kuala Langat,,,,
Jalan Yahya,0,484.0,484.0,Jalan Yahya,Jalan Yahya,"Titwangsa, Kepong, Cheras",,,,Pulapol
Jalan Pudu,0,17.0,17.0,Jalan Pudu,Jalan Pudu,Lembah Pantai,,,,
Industri Grisek,0,160.0,160.0,Industri Grisek,Industri Grisek,"Tangkak, Muar",,,,
Jalan Trus,0,15.0,15.0,Jalan Trus,Jalan Trus,"Johor Bahru, Kluang",,,,
Parit Lanjut,0,586.0,586.0,Parit Lanjut,Parit Lanjut,Muar,,,,
Jalan Pengkalan,0,92.0,92.0,Jalan Pengkalan,Jalan Pengkalan,"Kinta, Kerian, Kampar",,,,
Jalan Cochrane,0,468.0,468.0,Jalan Cochrane,Jalan Cochrane,Titiwangsa,,,,
Jalan Padi Mahsuri,0,92.0,92.0,Jalan Padi Mahsuri,Jalan Padi Mahsuri,Kulai,,,,
Jalan Platinum,0,36.0,36.0,Jalan Platinum,Jalan Platinum,Johor Bahru,,,,
Keladi Saga,0,145.0,145.0,Keladi Saga,Keladi Saga,Kulim,,,,
Tembok Bukit Besi,0,448.0,448.0,Tembok Bukit Besi,Tembok Bukit Besi,Dungun,,,,detention
Sri Muda,0,39.0,39.0,Sri Muda,Sri Muda,Klang,,,,
Jalan Waja,0,41.0,41.0,Jalan Waja,Jalan Waja,Klang,,,,
Jalan Kerinchi,0,17.0,17.0,Jalan Kerinchi,Jalan Kerinchi,"Titiwangsa, Lembah Pantai",,,,
Jalan Firma Tiga,0,68.0,68.0,Jalan Firma Tiga,Jalan Firma Tiga,Johor Bahru,,,,
Kampung Muhibbah,0,26.0,26.0,Kampung Muhibbah,Kampung Muhibbah,Kota Tinggi,,,,
Bukit Palah,0,71.0,71.0,Bukit Palah,Bukit Palah,"Melaka Tengah, Jasin, Jempol",,,,hospital melaka hcw and patients
Kampung Tualang,0,48.0,48.0,Kampung Tualang,Kampung Tualang,"Kuala Terengganu, Kuala Nerus, Marang",,,,
Jalan Sebelas,0,908.0,908.0,Jalan Sebelas,Jalan Sebelas,Hulu Langat,,,,
Bukit Emas,0,88.0,88.0,Bukit Emas,Bukit Emas,"Seremban, Rembau, Jempol",,,,
Tembok Taiping,0,418.0,418.0,Tembok Taiping,Tembok Taiping,"Larut, Matang, Selama",,,,detention centre
Ladang Segama,0,30.0,30.0,Ladang Segama,Ladang Segama,Lahad Datu,,,,
Jalan Segama,0,27.0,27.0,Jalan Segama,Jalan Segama,Lahad Datu,,,,
Kampung Bukit Biah,0,94.0,94.0,Kampung Bukit Biah,Kampung Bukit Biah,"Hulu Terengganu, Kuala Terengganu, Besut, Kemaman",,,,
Tembok Sungai Udang,0,441.0,441.0,Tembok Sungai Udang,Tembok Sungai Udang,"Melaka Tengah, Kuala Kangsar",active,2.0,,
Jalan Canggih,0,54.0,54.0,Jalan Canggih,Jalan Canggih,Johor Bahru,,,,
Selasih Perindu,0,344.0,344.0,Selasih Perindu,Selasih Perindu,Kulai,,,,
Jalan Sungai Chandong,0,478.0,478.0,Jalan Sungai Chandong,Jalan Sungai Chandong,"Klang, Petaling",,,,
Ladang Desa Jerocco,0,84.0,84.0,Ladang Desa Jerocco,Ladang Desa Jerocco,Kinabatangan,,,,
Tembok Renggam,0,295.0,295.0,Tembok Renggam,Tembok Renggam,Kuantan,active,,,detention
Putra Tujuh,0,28.0,28.0,Putra Tujuh,Putra Tujuh,"Putrajaya, Petaling",,,,
Seri Bayu,0,246.0,246.0,Seri Bayu,Seri Bayu,Kota Tinggi,,,,
Pasar Borong KL 2,0,98.0,98.0,Pasar Borong KL 2,Pasar Borong KL 2,,,,,
Mandin Jaya,0,43.0,43.0,Mandin Jaya,Mandin Jaya,Seberang Perai Utara,,2.0,,Nursing home
Penjara Jalan Sungai Jelok,0,468.0,468.0,Penjara Jalan Sungai Jelok,Penjara Jalan Sungai Jelok,"Hulu Langat, Kepong",,,,Penjara Wanita Kajang
Bestari Rantau,0,19.0,19.0,Bestari Rantau,Bestari Rantau,Klang,,,,
Tapak Bina Jalan Abdul Aziz,0,76.0,76.0,Tapak Bina Jalan Abdul Aziz,Tapak Bina Jalan Abdul Aziz,Petaling,,,,
Tapak Bina Jalan Digital,0,70.0,70.0,Tapak Bina Jalan Digital,Tapak Bina Jalan Digital,"Kulai, Hulu Terengganu",,,,
Jalan Seroja,0,474.0,474.0,Jalan Seroja,Jalan Seroja,Kulai,,1.0,,
Jalan Niaga,0,82.0,82.0,Jalan Niaga,Jalan Niaga,"Kota Tinggi, Kluang",,,,
Jalan Masjid,0,59.0,59.0,Jalan Masjid,Jalan Masjid,"Lembah Pantai, Kepong, Cheras, Titiwangsa",,,,Textile company at Jalan Masjid India
Sri Gading,0,128.0,128.0,Sri Gading,Sri Gading,Batu Pahat,,,,
Kupang,0,79.0,79.0,Kupang,Kupang,Baling,,,,
Rakut,0,188.0,188.0,Rakut,Rakut,"Miri, Bintulu, Kuching, Subis",,,,
Tapak Bina Jalan Nipah,0,154.0,154.0,Tapak Bina Jalan Nipah,Tapak Bina Jalan Nipah,Titiwangsa,,,,
DTI Sepang 2,0,158.0,158.0,DTI Sepang 2,DTI Sepang 2,Sepang,active,,,
Taman Ikan Jinak,0,119.0,119.0,Taman Ikan Jinak,Taman Ikan Jinak,"Tuaran, Kota Belud",,1.0,,management course at a homestay dewan
Jalan Mohammed Salleh,0,86.0,86.0,Jalan Mohammed Salleh,Jalan Mohammed Salleh,Labuan,,,,
Jalan Permata,0,121.0,121.0,Jalan Permata,Jalan Permata,Seremban,,,,FACTORY
Jalan Telok Gong,0,127.0,127.0,Jalan Telok Gong,Jalan Telok Gong,Klang,,,,
Kampung Perani,0,35.0,35.0,Kampung Perani,Kampung Perani,Kota Tinggi,,,,
Ladang Baturong,0,90.0,90.0,Ladang Baturong,Ladang Baturong,Kunak,,,,
Taman Integrasi,0,204.0,204.0,Taman Integrasi,Taman Integrasi,Gombak,,,,
Jalan Pahang,0,115.0,115.0,Jalan Pahang,Jalan Pahang,"Kepong, Titiwangsa, Lembah Pantai, Cheras",,,,
Intan Mas,0,21.0,21.0,Intan Mas,Intan Mas,Hilir Perak,,,,
Jalan Selayang,0,290.0,290.0,Jalan Selayang,Jalan Selayang,Gombak,,,,
Kota,0,94.0,94.0,Kota,Kota,Kota Tinggi,,1.0,110221.0,
Tanjung Megah,0,379.0,379.0,Tanjung Megah,Tanjung Megah,Pontian,active,,132447.0,
Jalan Kasturi,0,22.0,22.0,Jalan Kasturi,Jalan Kasturi,"Lembah Pantai, Kepong",,,,Workplace screening
Persiaran Kuala,0,100.0,100.0,Persiaran Kuala,Persiaran Kuala,"Klang, Petaling, Sabak Bernam",,,,
Dialisis Batu,0,13.0,13.0,Dialisis Batu,Dialisis Batu,"Titiwangsa, Cheras, Kepong",,1.0,,
Jalan Kiara,0,73.0,73.0,Jalan Kiara,Jalan Kiara,"Kepong, Cheras",,,,Supermarket at Mont Kiara
Jelita,0,56.0,56.0,Jelita,Jelita,Miri,,,122769.0,
Kubang Bujuk,0,175.0,175.0,Kubang Bujuk,Kubang Bujuk,Kuala Terengganu,active,,131085.0,
Pasai,0,2693.0,2693.0,Pasai,Pasai,"Sibu, Mukah, Miri, Sri Aman, Kanowit, Kapit, Simunjan, Dalat, Kuching, Bintulu, Julau, Sarikei, Selangau, Beluru, Betong, Belaga, Subis, Song, Lundu, Bukit Mabong",,25.0,,longhouse
Jalan Klinik,0,240.0,240.0,Jalan Klinik,Jalan Klinik,Klang,,,,
Bukit Belimbing,0,40.0,40.0,Bukit Belimbing,Bukit Belimbing,"Petaling, Klang",,,,
Senai Murni,0,119.0,119.0,Senai Murni,Senai Murni,Kulai,,,,
Damai Pelangi,0,198.0,198.0,Damai Pelangi,Damai Pelangi,Hulu Selangor,,,,detention
Jalan Jaya,0,48.0,48.0,Jalan Jaya,Jalan Jaya,Cheras,,,,
Dataran Utas,0,448.0,448.0,Dataran Utas,Dataran Utas,Petaling,,,,
Kasah Permai,0,109.0,109.0,Kasah Permai,Kasah Permai,,active,,,
Persiaran Teknologi,0,297.0,297.0,Persiaran Teknologi,Persiaran Teknologi,Kulai,,,,
Jalan Seputeh,0,169.0,169.0,Jalan Seputeh,Jalan Seputeh,Lembah Pantai,,,,
Casa Permai,0,200.0,200.0,Casa Permai,Casa Permai,Petaling,,,,
Jalan Raja,0,113.0,113.0,Jalan Raja,Jalan Raja,"Lembah Pantai, Cheras, Titiwangsa, Kajang",,,,Workplace screening
Telok Mas,0,368.0,368.0,Telok Mas,Telok Mas,Melaka Tengah,active,,,
Jalan Duyong,0,138.0,138.0,Jalan Duyong,Jalan Duyong,Klang,,,,
Tapak Bina Perdana Avenue,0,362.0,362.0,Tapak Bina Perdana Avenue,Tapak Bina Perdana Avenue,Petaling,,,,construction
Tapak Bina Casuarina,0,164.0,164.0,Tapak Bina Casuarina,Tapak Bina Casuarina,"Sepang, Petaling",,,,construction
Dewani,0,44.0,44.0,Dewani,Dewani,Johor Bahru,active,,,workplace
Renggam,0,89.0,89.0,Renggam,Renggam,"Petaling, Sepang, Klang",,,,workplace
Kolam Permai,0,15.0,15.0,Kolam Permai,Kolam Permai,"Kuala Terengganu, Kemaman, Petaling",active,,,
Jalan Perindustrian,0,989.0,989.0,Jalan Perindustrian,Jalan Perindustrian,Kulai,,,,
Jalan Galah,0,39.0,39.0,Jalan Galah,卡拉路,Klang,,,,
Slot Berjaya,0,9.0,9.0,Slot Berjaya,Slot成功,Lembah Pantai,active,,,workplace
Jalan Nikolas,0,7.0,7.0,Jalan Nikolas,尼古拉斯路,Titiwangsa,active,,107921.0,
Jalan Satang,0,91.0,91.0,Jalan Satang,沙当路,"Titiwangsa, Kepong, Hulu Langat, Klang, Petaling, Gombak, Bentong",,3.0,,
Tembok Mempaga,0,813.0,813.0,Tembok Mempaga,猛巴卡堤坝,Bentong,,4.0,,Bentong Prison
Timbang Dayang,0,24.0,24.0,Timbang Dayang,丁邦代央,Kota Belud,active,,,gathering
Rambai,0,18.0,18.0,Rambai,南眉,"Melaka Tengah, Alor Gajah, Petaling, Rembau",active,,,
Tapak Bina Jalan Gadang,0,20.0,20.0,Tapak Bina Jalan Gadang,加当路工地,"Lembah Pantai, Cheras, Kepong",active,,,
Menara Sri,0,72.0,72.0,Menara Sri,斯里大厦,"Cheras, Kepong, Lembah Pantai, Titiwangsa",,,,
Jalan SEDCO,0,19.0,19.0,Jalan SEDCO,SEDCO路,"Tawau, Kalabakan",active,,,
Jalan Asam,0,67.0,67.0,Jalan Asam,阿山路,"Petaling, Klang",,,,
Plastik Subang,0,133.0,133.0,Plastik Subang,梳邦塑料,"Petaling, Klang",,,,
Pompod,0,25.0,25.0,Pompod,彭坡,"Kota Belud, Kudat",active,,,
Tapak Bina Jalan Panah,0,89.0,89.0,Tapak Bina Jalan Panah,巴纳路工地,Lembah Pantai,,,,construction
Kebun Baru,0,1116.0,1116.0,Kebun Baru,新园丘,Kuala Langat,,,,
Jalan Pandan,0,31.0,31.0,Jalan Pandan,班丹路,"Kepong, Cheras, Lembah Pantai, Titiwangsa, Gombak, Petaling, Hulu Langat, Kuala Selangor",active,,,
Hala Mutiara,0,9.0,9.0,Hala Mutiara,珍珠,Kinta,active,,,detention
Tapak Bina Residen,0,593.0,593.0,Tapak Bina Residen,居民工地,Lembah Pantai,active,,,Construction
Rapat,0,60.0,60.0,Rapat,喇叭,"Kinta, Perak Tengah",active,,,
Tapak Bina Lebuh,0,817.0,817.0,Tapak Bina Lebuh,勒布工地,Sepang,,,,construction
Tapak Bina Pasifik,0,41.0,41.0,Tapak Bina Pasifik,太平洋工地,Lembah Pantai,active,,,
Seri Tasik,0,7.0,7.0,Seri Tasik,斯里打昔,"Perak Tengah, Kinta",active,,,
Senu Setia,0,93.0,93.0,Senu Setia,瑟努斯迪亚,Kepong,active,,,construction
Solar Ria,0,180.0,180.0,Solar Ria,苏拉里亚,"Sepang, Kuala Selangor, Hulu Langat, Gombak, Petaling",,,,workers
Desa Idaman,0,72.0,72.0,Desa Idaman,迪沙依达曼,Kulai,active,,,
Lestari,0,154.0,154.0,Lestari,列斯达里,"Petaling, Hulu Langat, Sepang, Klang, Lembah Pantai",,3.0,,
Tanjung Suria,0,3116.0,3116.0,Tanjung Suria,丹绒苏丽雅,"Sepang, Kuala Selangor, Hulu Selangor, Gombak, Kuala Langat, Petaling, Kota Bharu",,,,
Sungai Putus,0,3443.0,3443.0,Sungai Putus,双溪普度斯,Klang,,1.0,, factory (Kossan)
Tapak Bina Jalan Berangan,0,103.0,103.0,Tapak Bina Jalan Berangan,柏浪眼路工地,"Lembah Pantai, Titwangsa, Kepong",active,,,construction
Sungai Keluang,0,88.0,88.0,Sungai Keluang,双溪吉銮,"Timur Laut, Barat Daya, Seberang Perai Utama, Seberang Perai Selatan",active,,,workers
Tapak Bina Jalan Stadium,0,690.0,690.0,Tapak Bina Jalan Stadium,体育馆路工地,"Titiwangsa, Lembah Pantai, Cheras, Kepong, Padang Terap, Sepang, Gombak, Petaling, Kuala Langat",,,,construction
Tapak Bina Jalan Bukit,0,53.0,53.0,Tapak Bina Jalan Bukit,武吉路工地,Hulu Langat,active,,,construction
Tapak Bina Ikon Bintang,0,159.0,159.0,Tapak Bina Ikon Bintang,艾康免登工地,"Kepong, Lembah Pantai",active,,,construction
Seruling,0,2675.0,2675.0,Seruling,瑟鲁林,"Klang, Petaling, Hulu Selangor, Petaling, Gombak, Kuala Langat, Sabak Bernam, Hulu Langat, Sepang, Kuala Selangor, Mualim, Melaka Tengah, Tampin, Putrajaya",,1.0,,factory (kossan)
Ceram,0,1027.0,1027.0,Ceram,陶瓷,"Seremban, Jelebu, Port Dickson, Sepang, Petaling, Rompin
",,,,
Batu Tiga,0,33.0,33.0,"Batu Tiga
",三英里,"Tawau
",active,,,
Tapak Bina Muda,0,2323.0,2323.0,Tapak Bina Muda,慕达工地,"Titiwangsa, Lembah Pantai, Kepong",,,,construction
Atabara,0,7.0,7.0,Atabara,阿塔巴拉,"Kuantan, Pekan",active,,,
Jernai,0,69.0,69.0,Jernai,遮奈,Titiwangsa,active,,,
Tapak Bina Sungai Mulia,0,24.0,24.0,Tapak Bina Sungai Mulia,双溪慕利亚工地,Titiwangsa,active,,,construction
Yayasan,0,172.0,172.0,Yayasan,基金,Klang,,2.0,,dialysis patients and healthcare workers at HTAR
PTS Sibuga,0,228.0,228.0,PTS Sibuga,西埔架临时扣留营,Sandakan,active,1.0,,
Beringin,0,3609.0,3609.0,Beringin,柏灵宜,"Timur Laut, Barat Daya, Seberang Perai Tengah, Seberang Perai Selatan, Seberang Perai Utara, Kerian, Laut, Matang & Selama (LMS), Muallim, Kinta, Hulu Perak, Hilir Perak, Perak Tengah, Baling, Kuala Muda, Kulim, Bandar Baharu, Kota Setar, Pendang, Yan, Sik, Kubang Pasu ",,,,
Tapak Bina Puteh Lama,0,2283.0,2283.0,Tapak Bina Puteh Lama,旧布爹工地,Lembah Pantai,active,,,construction
Bot Biru,0,20.0,20.0,Bot Biru,蓝船,Tawau,active,,,
Blok 31,0,23.0,23.0,Blok 31,31座,Tawau,active,,,
Tanjung Bunga,0,12.0,12.0,Tanjung Bunga,丹绒武雅,Johor Bahru,active,,,
Teratai,0,7205.0,7205.0,Teratai,莲花,"Klang, Kuala Selangor, Petaling, Hulu Langat, Gombak, Kepong, Hulu Selangor, Sepang, Kuala Langat, Cheras, Titiwangsa, Putrajaya, Kuala Terengganu",,1.0,,Factory / workers dorm (Top Glove)
Bintang,0,608.0,608.0,Bintang,Bintang,"Lembah Pantai, Cheras",,,,construction 
Hentian,0,3019.0,3019.0,Hentian,加影车站,"Hulu Langat, Petaling, Sepang, Klang, Gombak, Kuala Langat, Cheras, Titiwangsa, Putrajaya, Seremban, Port Dickson, Kuala Pilah",,,,Foreign workers @ Hentian Kajang supermarket
Ria-30,0,783.0,783.0,Ria-30,Ria-30,Tuaran,active,,,
Intan,0,207.0,207.0,Intan,英丹,"Timur Laut, Barat Daya, Seberang Perai Utara, Seberang Perai Tengah, Kuala Muda, Sik",active,,,
Putra-18,0,23.0,23.0,Putra-18,Putra-18,"Putrajaya, Petaling, Sepang, Klang",active,,,
Penjara Seberang Perai,0,776.0,776.0,Penjara Seberang Perai ,爪夷监狱,Seberang Perai Selatan,,,,Detention
Penjara Kepayan,0,1900.0,1900.0,Penjara Kepayan,甘拜园,"Kota Kinabalu, Papar, Penampang, Sandakan, Putatan",,1.0,,Detention
Tapak Bina Damanlela,0,2785.0,2785.0,Tapak Bina Damanlela,达曼乐拉建筑工地,"Kepong, Titiwangsa, Lembah Pantai, Cheras, Gombak, Kuala Selangor, Petaling, Hulu Langat, Hulu Selangor, Klang, Sepang, Kuala Langat, Kuala Nerus",,,,construction
Perigi,0,1113.0,1113.0,Perigi,Perigi,"Klang, Kuala Langat, Hulu Langat, Kuala Selangor, Hulu Selangor, Petaling",,,,Workers' dorm
Sabaru,0,402.0,402.0,Sabaru,Sabaru,Lahad Datu,active,1.0,,
Dialisis,0,78.0,78.0,Dialisis,透析,Lahad Datu,active,,,Healthcare workers
PTS Tawau,0,766.0,766.0,PTS Tawau,斗湖临时扣留中心,Tawau,active,1.0,,
Tujuh Serangkai,0,399.0,399.0,Tujuh Serangkai,七合一,"Tuaran, Kota Kinabalu",active,2.0,,
Titir,0,144.0,144.0,Titir,迪迪尔,Keningau,active,,,
Auto,0,128.0,128.0,Auto,奥多,"Petaling, Klang, Kuala Langat, Sepang, Gombak, Hulu Langat, Kuala Selangor, Seremban, Titiwangsa, Putrajaya",active,,,Proton HQ
Laut,0,124.0,124.0,Laut,拉勿,Kunak,active,,,
Jernih,0,77.0,77.0,Jernih,哲尼,"Seremban, Port Dickson, Sepang",active,,,
Gedong,0,73.0,73.0,Gedong,葛冬,"Seremban, Port Dickson, Rembau, Kuala Pilah, Tampin, Petaling, Johor Bahru, Cheras, Lembah Pantai, Putrajaya",active,,,
Kapor,0,59.0,59.0,Kapor,加布,Kudat,active,,,
Bonggaya,0,54.0,54.0,Bonggaya,波加雅,Sandakan,active,,,
Matambai,0,98.0,98.0,Matambai,Matambai,"Kota Kinablu, Penampang",,,,
Jeri,0,43.0,43.0,Jeri,Jeri,"Kota Tinggi, Mersing, Muar, Tangkak, Johor Bahru",active,,,
Pengkalan Barat,0,153.0,153.0,Pengkalan Barat,Pengkalan Barat,"Barat Daya, Kerian, Kuala Kangsar, Kinta",active,,,
Kolong,0,33.0,33.0,Kolong,新葛隆,Keningau,active,,,
Megah,0,29.0,29.0,Megah,美嘉,"Sandakan, Kota Kinabalu",active,1.0,,
Assumption,0,20.0,20.0,Assumption,圣洁,"Seberang Perai Utara, Seberang Perai Tengah, Kulim",active,,,
Tamar,0,20.0,20.0,Tamar,达玛,Petaling,active,,,
